ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Character,Entry_IDS,Middle_Chinese_Forms,Old_Chinese_Forms,Glosses
word-ad-53,OldChinese,,*l̥ˤi[n],,,,天下,68 113 1561 1646,then // haeH // then // haeH // then // haeH // then // haeH,*l̥ˤi[n] // *m-gˤraʔ-s // *l̥ˤi[n] // *m-gˤraʔ-s // *l̥ˤi[n] // *m-gˤraʔ-s // *l̥ˤi[n] // *m-gˤraʔ-s,
word-ad-54,OldChinese,,*[tsʰ]e(j)ʔ,,,,此,69 260 514 682 831 939 976 1012 1043 1092 1349 1408 1471 1612,tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX // tshjeX,*[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ // *[tsʰ]e(j)ʔ,
word-ad-55,OldChinese,,*[b]rə[n],,,,貧,71,bin,*[b]rə[n],
word-ad-56,OldChinese,,*[m]rəjʔ,,,,美,73,mijX,*[m]rəjʔ,
word-ad-57,OldChinese,,*pək-s,,,,富,75,pjuwH,*pək-s,
word-ad-58,OldChinese,,*tˤək,,,,德,77 489,tok // tok,*tˤək // *tˤək,
word-ad-59,OldChinese,,*ɢ(r)a(ʔ)(-s),,,,歟,78,yo // / // yoX // / // yoH,*ɢ(r)a(ʔ)(-s),
word-ad-60,OldChinese,,*kˤrək-s,,,,戒,83 690 1371,keajH // keajH // keajH,*kˤrək-s // *kˤrək-s // *kˤrək-s,
word-ad-61,OldChinese,, *ŋa[n],,,,言,84 197 206 261 1578 1585 1621,ngjon // ngjon // ngjon // ngjon // ngjon // ngjon // ngjon, *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r] //  *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r] //  *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r] //  *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r] //  *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r] //  *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r] //  *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r],
word-ad-62,OldChinese,,*[ŋ]o[n]-s,,,,願,86 91,ngjwonH // ngjwonH,*[ŋ]o[n]-s // *[ŋ]o[n]-s,
word-ad-63,OldChinese,,*teŋ-s,,,,正,88 331,tsyengH // tsyengH,*teŋ-s // *teŋ-s,
word-ad-64,OldChinese,,*kˤoŋ,,,,功,89 478 790 1383,kuwng // kuwng // kuwng // kuwng,*kˤoŋ // *kˤoŋ // *kˤoŋ // *kˤoŋ,
word-ad-65,OldChinese,,*[ɢ]ʷrək,,,,域,93 95,hwik // hwik,*[ɢ]ʷrək // *[ɢ]ʷrək,
word-ad-66,OldChinese,,*qʰ(r)əŋ,,,,興,94,xing,*qʰ(r)əŋ,
word-ad-67,OldChinese,, *k-r̥ˤaŋ,,,,康,96,khang, *k-r̥ˤaŋ // *[kʰ]ˤaŋ,
word-ad-68,OldChinese,,*ləʔ,,,,以,97 176 201 216 224 239 246 343 346 377 386 391 406 409 516 588 640 651 662 668 672 675 729 835 891 897 1132 1267 1370 1378 1388 1503 1508 1512 1605 1649 1652 1668 1683 1689,yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX // yiX,*ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ // *ləʔ,
word-ad-69,OldChinese,,*qʰ(r)oŋ,,,,凶,98,xjowng,*qʰ(r)oŋ,
word-ad-70,OldChinese,,*pˤuʔ,,,,保,99,pawX,*pˤuʔ,
word-ad-71,OldChinese,,*kaŋ,,,,疆,100 368,kjang // kjang,*kaŋ // *kaŋ,
word-ad-72,OldChinese,,*pi[t],,,,必,101 373 396 402 451 536 542 550 630 741 909 918 1160 1193 1345 1368 1380 1532 1680,pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit // pjit,*pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t] // *pi[t],
word-ad-73,OldChinese,,*l̥əŋ,,,,勝,102 691 694 698 860 1332,sying // sying // sying // sying // sying // sying,*l̥əŋ // *l̥əŋ // *l̥əŋ // *l̥əŋ // *l̥əŋ // *l̥əŋ,
word-ad-74,OldChinese,,*[k]ʰˤa[j]ʔ,,,,可以,103 143 165 364 423 431 439 1005,khaX // yiX // khaX // yiX // khaX // yiX // khaX // yiX // khaX // yiX // khaX // yiX // khaX // yiX // khaX // yiX,*[k]ʰˤa[j]ʔ // *ləʔ // *[k]ʰˤa[j]ʔ // *ləʔ // *[k]ʰˤa[j]ʔ // *ləʔ // *[k]ʰˤa[j]ʔ // *ləʔ // *[k]ʰˤa[j]ʔ // *ləʔ // *[k]ʰˤa[j]ʔ // *ləʔ // *[k]ʰˤa[j]ʔ // *ləʔ // *[k]ʰˤa[j]ʔ // *ləʔ,
word-ad-75,OldChinese,,*C.lrə,,,,治,105 794 802,dri // dri // dri,*C.lrə // *C.lrə // *C.lrə,
word-ad-76,OldChinese,,*pˤroŋ,,,,邦,106 137 157 269 354 357 360 421 464 520 580 828 973 1195 1199 1501,paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng // paewng,*pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ // *pˤroŋ,
word-ad-77,OldChinese,,*tiw,,,,周志,107,tsyuw // tsyiH,*tiw // *tək-s,
word-ad-78,OldChinese,,*[d]eʔ,,,,是,108 634 1622,dzyeX // dzyeX // dzyeX,*[d]eʔ // *[d]eʔ // *[d]eʔ,
word-ad-79,OldChinese,,*[dz]ˤə[n],,,,存,109 341 971,dzwon // dzwon // dzwon,*[dz]ˤə[n] // *[dz]ˤə[n] // *[dz]ˤə[n],
word-ad-80,OldChinese,,*C.qur ,,,,君子,115 186 215 238 509,kjun // tsiX // kjun // kjun // tsiX // kjun // tsiX // kjun // tsiX,*C.qur  // *[ts]əʔ // *tsəʔ // *C.qur  // *[ts]əʔ // *tsəʔ // *C.qur //  *[ts]əʔ // *tsəʔ // *C.qur //  *[ts]əʔ // *tsəʔ // *C.qur //  *[ts]əʔ // *tsəʔ,
word-ad-81,OldChinese,,*[k]ʰˤa[j]ʔ,,,,可,117 841 878,khaX // khaX // khaX,*[k]ʰˤa[j]ʔ // *[k]ʰˤa[j]ʔ // *[k]ʰˤa[j]ʔ,
word-ad-82,OldChinese,,*tre,,,,知,118 746 1610,trje // trje // trje,*tre // *tre // *tre,
word-ad-83,OldChinese,,*ɢ(r)əʔ,,,,已,119 453,yiX // (yiH) // yiX // (yiH),*ɢ(r)əʔ // *ɢ(r)əʔ,
word-ad-84,OldChinese,,*[d]uk,,,,孰,120,dzyuwk,*[d]uk,
word-ad-85,OldChinese,,*nˤə,,,,能,121 793 801 812,noj // noj // noj // noj,*nˤə // *nˤə // *nˤə // *nˤə,
word-ad-86,OldChinese,,*bˤreŋʔ / *bˤreŋ-s / *bˤeŋʔ / *peŋʔ / *peŋ-s ,,,,併,122,beangX // / // beangH // / // bengX // / // pijengX // / // pijengH,*bˤreŋʔ / *bˤreŋ-s / *bˤeŋʔ / *peŋʔ / *peŋ-s ,
word-ad-87,OldChinese,,*[k]ˤem,,,,兼,123,kem,*[k]ˤem,
word-ad-88,OldChinese,,*ni[ŋ],,,,人,124 639 643 647 796 800 902 911 920 926 932 1287 1514,nyin // nyin // nyin // nyin // nyin // nyin // nyin // nyin // nyin // nyin // nyin // nyin // nyin,*ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ] // *ni[ŋ],
word-ad-89,OldChinese,,*[ts]ˤə,,,,哉,125 257,tsoj // // // tsoj // tsoj // // // tsoj,*[ts]ˤə // *[ts]ˤə,
word-ad-90,OldChinese,,*mo,,,,毋,130 370 380 469 473 500 654 664 725 765 770 1114 1118 1141 1206 1321 1323 1376,mju // mju // mju // mju // mju // mju // mju // mju // mju // mju // mju // mju // mju // mju // mju // mju // mju // mju,*mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo // *mo,
word-ad-91,OldChinese,,*[ɢ]ʷə[n],,,,云,131,hjun,*[ɢ]ʷə[n],
word-ad-92,OldChinese,,*[g]i[ŋ],,,,臣,132 204 211 319 349 414 493 818 959 996 1639 1664,dzyin // dzyin // dzyin // dzyin // dzyin // dzyin // dzyin // dzyin // dzyin // dzyin // dzyin // dzyin,*[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ] // *[g]i[ŋ],
word-ad-93,OldChinese,,*mu[n],,,,聞,133 212 259 320 351 416 659 819 960 997 1574 1631 1640 1696,mjun // mjun // mjun // mjun // mjun // mjun // mjun // mjun // mjun // mjun // mjun // mjun // mjun // mjun,*mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n] // *mu[n],
word-ad-94,OldChinese,,*(mə.)rə[n],,,,鄰,136 156,lin // lin,*(mə.)rə[n] // *(mə.)rə[n],
word-ad-95,OldChinese,,*mraŋ,,,,明,140 1596,mjaeng // mjaeng,*mraŋ // *mraŋ,
word-ad-96,OldChinese,,*[ts]ˤək,,,,則,141 162 454 581 702 708 713 753 778 813 847 852 858 867 872 882 1220 1224,tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok // tsok,*[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək // *[ts]ˤək,
word-ad-97,OldChinese,,*s-liw,,,,修,145 167 397,sjuw // sjuw // sjuw,*s-liw // *s-liw // *s-liw,
word-ad-98,OldChinese,,*teŋ-s,,,,政,146 168 270,tsyengH // tsyengH // tsyengH,*teŋ-s // *teŋ-s // *teŋ-s,
word-ad-99,OldChinese,,*[d]a[n]ʔ,,,,善,148 170 1152 1505 1523,dzyenX // dzyenX // dzyenX // dzyenX // dzyenX,*[d]a[n]ʔ // *[d]a[n]ʔ // *[d]a[n]ʔ // *[g]e[n]ʔ // *[d]a[n]ʔ,
word-ad-100,OldChinese,,*[n]a[n],,,,然,152 174 237 1671 1705,nyen // nyen // nyen // nyen // nyen,*[n]a[n] // *[n]a[n] // *[n]a[n] // *[n]a[n] // *[n]a[n],
word-ad-101,OldChinese,,*kʰ(r)oŋʔ,,,,恐,153,khjowngX,*kʰ(r)oŋʔ,
word-ad-102,OldChinese,,*maŋ,,,,亡,154 160 175 291 326 333 347 1222,mjang // mjang // mjang // mjang // mjang // mjang // mjang // mjang,*maŋ // *maŋ // *maŋ // *maŋ // *maŋ // *maŋ // *maŋ // *maŋ,
word-ad-103,OldChinese,,*[ʔ]a[n],,,,焉,155 375 1679,jen // // // hjen // ('jon) // jen // // // hjen // ('jon) // jen // // // hjen // ('jon),*[ʔ]a[n] // *ʔa[n] // *[ʔ]a[n] // *ʔa[n] // *[ʔ]a[n] // *ʔa[n],
word-ad-104,OldChinese,,*[kə.l]ˤuʔ,,,,道,161 226 248 888 943 1105 1241 1354 1363 1413 1422 1476 1616 1627 1678,dawX // dawX // dawX // dawX // dawX // dawX // dawX // dawX // dawX // dawX // dawX // dawX // dawX // dawX // dawX,*[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ // *[kə.l]ˤuʔ,
word-ad-105,OldChinese,, *ɢ(r)Ak,,,,亦,163 233 1659 1673 1675 1694 1707,yek // // // yek // yek // // // yek // yek // // // yek // yek // // // yek // yek // // // yek // yek // // // yek // yek // // // yek, *ɢ(r)Ak // *[ɢ](r)Ak //  *ɢ(r)Ak // *[ɢ](r)Ak //  *ɢ(r)Ak // *[ɢ](r)Ak //  *ɢ(r)Ak // *[ɢ](r)Ak //  *ɢ(r)Ak // *[ɢ](r)Ak //  *ɢ(r)Ak // *[ɢ](r)Ak //  *ɢ(r)Ak // *[ɢ](r)Ak,
word-ad-106,OldChinese,,*tsʰˤoʔ,,,,取,177 374 1453,tshuwX // tshuwX // tshuwX,*tsʰˤoʔ // *tsʰˤoʔ // *tsʰˤoʔ,
word-ad-107,OldChinese,,*l̥aj,,,,施伯,182,da // phak,*l̥aj // *pʰˤak,
word-ad-108,OldChinese,,ŋ(r)aʔ-s,,,,語,183,ngjoH,ŋ(r)aʔ-s,
word-ad-109,OldChinese,,*[C.k]ʷˤraʔ,,,,寡人,184 1179,kwaeX // nyin // kwaeX // nyin,*[C.k]ʷˤraʔ // *ni[ŋ] // *[C.k]ʷˤraʔ // *ni[ŋ],
word-ad-110,OldChinese,,*tˤək,,,,得,187 245 1684,tsiX // tok // tok // tok,*tˤək // *tˤək // *tˤək,
word-ad-111,OldChinese,,*l̥i[t],,,,失,189 220 253 1272 1690,syit // syit // syit // syit // syit,*l̥i[t] // *l̥i[t] // *l̥i[t] // *l̥i[t] // *l̥i[t],
word-ad-112,OldChinese,,*l̥ˤi[n],,,,天,191 222 234 1186,then // then // then // then,*l̥ˤi[n] // *l̥ˤi[n] // *l̥ˤi[n] // *l̥ˤi[n],
word-ad-113,OldChinese,,*m-riŋ-s,,,,命,192 223 235 263 660 1187 1275 1305,mjaengH // mjaengH // mjaengH // mjaengH // mjaengH // mjaengH // mjaengH // mjaengH,*m-riŋ-s // *m-riŋ-s // *m-riŋ-s // *m-riŋ-s // *m-riŋ-s // *m-riŋ-s // *m-riŋ-s // *m-riŋ-s,
word-ad-114,OldChinese,,*ɢ(r)ək-s,,,,異,194 202,yiH // yiH,*ɢ(r)ək-s // *ɢ(r)ək-s,
word-ad-115,OldChinese,,*n[ə][r]ʔ,,,,爾,196 1313 1328 1336,nyeX // nyeX // nyeX // nyeX,*n[ə][r]ʔ // *n[ə][r]ʔ // *n[ə][r]ʔ // *n[ə][r]ʔ,
word-ad-116,OldChinese,, *put,,,,弗,209 244 252 1080 1084 1137 1374,pjut // pjut // pjut // pjut // pjut // pjut // pjut, *put // *p[u]t // *put //  *put // *p[u]t // *put //  *put // *p[u]t // *put //  *put // *p[u]t // *put //  *put // *p[u]t // *put //  *put // *p[u]t // *put //  *put // *p[u]t // *put,
word-ad-117,OldChinese,,*tsi[n]ʔ,,,,盡,210 340 1497,tsinX // tsinX // tsinX,*tsi[n]ʔ // *tsi[n]ʔ // *tsi[n]ʔ,
word-ad-118,OldChinese,,*[g]ˤi[n],,,,賢,217 240 792,hen // hen // hen,*[g]ˤi[n] // *[g]ˤi[n] // *[g]ˤi[n],
word-ad-119,OldChinese,,*tʰəŋ,,,,稱,218 227 241 249,tsyhing // tsyhing // tsyhing // tsyhing,*tʰəŋ // *tʰəŋ // *tʰəŋ // *tʰəŋ,
word-ad-120,OldChinese,,*mˤut,,,,沒,229 1653,mwot // (dring) // gip,*mˤut // *[m-k-]rəp,
word-ad-121,OldChinese,,*n̥i[ŋ],,,,身,230 742 937 1655,syin // syin // syin // syin,*n̥i[ŋ] // *n̥i[ŋ] // *n̥i[ŋ] // *n̥i[ŋ],
word-ad-122,OldChinese,,*[dz]u[k]-s,,,,就,231 1035 1269,dzjuwH // dzjuwH // dzjuwH,*[dz]u[k]-s // *[dz]u[k]-s // *[dz]u[k]-s,
word-ad-123,OldChinese,,*l̥ap-s,,,,世,232 1651,syejH // syejH,*l̥ap-s // *l̥ap-s,
word-ad-124,OldChinese,,*[g]ˤat,,,,曷,242 250,hat // hat,*[g]ˤat // *[g]ˤat,
word-ad-125,OldChinese,,*qʰˤenʔ,,,,顯,256 887 942,xenX // xenX // xenX,*qʰˤenʔ // *qʰˤenʔ // *qʰˤenʔ,
word-ad-126,OldChinese,,*ŋˤa,,,,吾,258 302 1180 1571 1620 1628,ngu // ngu // ngu // ngu // ngu // ngu,*ŋˤa // *ŋˤa // *ŋˤa // *ŋˤa // *ŋˤa // *ŋˤa,
word-ad-127,OldChinese,, *nˤə(ŋ)ʔ,,,,乃,262 1129 1304 1338,nojX // nojX // nojX // nojX, *nˤə(ŋ)ʔ // *nˤəʔ //  *nˤə(ŋ)ʔ // *nˤəʔ //  *nˤə(ŋ)ʔ // *nˤəʔ //  *nˤə(ŋ)ʔ // *nˤəʔ,
word-ad-128,OldChinese,,*[m̥](r)ajʔ,,,,毀,264 1264,xjweX // xjweX,*[m̥](r)ajʔ // *[m̥](r)ajʔ,
word-ad-129,OldChinese,,*l̥ˤeŋ,,,,聽,268 278 743 776,theng // theng // theng // theng,*l̥ˤeŋ // *l̥ˤeŋ // *l̥ˤeŋ // *l̥ˤeŋ,
word-ad-130,OldChinese,,*truk-s,,,,晝,272,trjuwH,*truk-s,
word-ad-131,OldChinese,,*[tsʰ]imʔ,,,,寢,273,tshimX,*[tsʰ]imʔ,
word-ad-132,OldChinese,,*q(r)[u]mʔ,,,,飲,275,imX,*q(r)[u]mʔ,
word-ad-133,OldChinese,,*tsuʔ,,,,酒,276,tsjuwX,*tsuʔ,
word-ad-134,OldChinese,,*[ŋ]ˤrawk,,,,樂,279,ngaewk,*[ŋ]ˤrawk,
word-ad-135,OldChinese,,*k(r)a,,,,居,280 355,kjo // // // kjo // // // kjoH // (ki) // kjo // // // kjo // // // kjoH // (ki),*k(r)a // *ka // *k(r)a-s // *k(r)a // *ka // *k(r)a-s,
word-ad-136,OldChinese,,*s-ŋet,,,,褻,282,sjet,*s-ŋet,
word-ad-137,OldChinese,,*mə[n],,,,文,283,mjun,*mə[n],
word-ad-138,OldChinese,,*mə-lək,,,,食,284 480 614 1143 1295 1308 1531 1534,zyik // zyik // zyik // zyik // zyik // zyik // zyik // zyik,*mə-lək // *mə-lək // *mə-lək // *mə-lək // *mə-lək // *mə-lək // *mə-lək // *mə-lək,
word-ad-139,OldChinese,,*ni[j]-s,,,,貳,286,nyijH,*ni[j]-s,
word-ad-140,OldChinese,,*kˤraŋ,,,,羹,287,kaeng,*kˤraŋ,
word-ad-141,OldChinese,,*[k]ˤem,,,,兼愛,288,kem // ojH,*[k]ˤem // *[q]ˤə[p]-s,
word-ad-142,OldChinese,,*C.ma[n]-s,,,,萬民,289,mjonH // mjin,*C.ma[n]-s // *mi[ŋ],
word-ad-143,OldChinese,,*[s]əj,,,,私,293,sij,*[s]əj,
word-ad-144,OldChinese,,*[ɢ]ʷˤen,,,,還,295,hwaen,*[ɢ]ʷˤen,
word-ad-145,OldChinese,,*C.nˤi[ŋ],,,,年,296,nen,*C.nˤi[ŋ],
word-ad-146,OldChinese,,*C.mu[n]-s,,,,問,298 307 595 718 759 783 984 1020 1056 1085 1099 1150 1235 1357 1416 1479 1521 1569,mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH // mjunH,*C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s // *C.mu[n]-s,
word-ad-147,OldChinese,,*ɢ(r)ok,,,,欲,303 862 1405 1630,yowk // yowk // yowk // yowk,*ɢ(r)ok // *ɢ(r)ok // *ɢ(r)ok // *ɢ(r)ok,
word-ad-148,OldChinese,,*m-q(r)aʔ,,,,與,304 1657,yoX // yoX,*m-q(r)aʔ // *m-q(r)aʔ,
word-ad-149,OldChinese,,*[dz]ˤəj,,,,齊,305,dzej // (tsjwe),*[dz]ˤəj,
word-ad-150,OldChinese,,*tar-s,,,,戰,306 404 407 441 686 836 885 940 1022 1044 1052 1059 1087 1094 1103 1181 1192 1239 1247 1262 1281 1316 1352 1361 1411 1420 1474,tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH // tsyenH,*tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s // *tar-s,
